8.715e-01,8.751e-01,8.766e-01,8.775e-01,8.766e-01,8.784e-01
8.796e-01,8.832e-01,8.843e-01,8.849e-01,8.856e-01,8.857e-01
8.838e-01,8.869e-01,8.872e-01,8.884e-01,8.883e-01,8.894e-01
8.854e-01,8.876e-01,8.887e-01,8.895e-01,8.893e-01,8.895e-01
8.874e-01,8.889e-01,8.892e-01,8.894e-01,8.896e-01,8.895e-01
8.878e-01,8.888e-01,8.892e-01,8.893e-01,8.891e-01,8.887e-01
8.883e-01,8.892e-01,8.890e-01,8.889e-01,8.893e-01,8.869e-01
8.885e-01,8.894e-01,8.893e-01,8.886e-01,8.885e-01,8.856e-01
8.889e-01,8.893e-01,8.891e-01,8.888e-01,8.878e-01,8.836e-01
8.889e-01,8.892e-01,8.888e-01,8.873e-01,8.875e-01,8.813e-01
