9.125e-01,9.152e-01,9.165e-01,9.172e-01,9.177e-01,9.192e-01
9.154e-01,9.173e-01,9.180e-01,9.186e-01,9.187e-01,9.196e-01
9.164e-01,9.180e-01,9.186e-01,9.190e-01,9.195e-01,9.199e-01
9.173e-01,9.184e-01,9.191e-01,9.195e-01,9.198e-01,9.201e-01
9.177e-01,9.188e-01,9.196e-01,9.200e-01,9.199e-01,9.201e-01
9.182e-01,9.191e-01,9.195e-01,9.198e-01,9.200e-01,9.202e-01
9.184e-01,9.194e-01,9.199e-01,9.201e-01,9.200e-01,9.202e-01
9.184e-01,9.196e-01,9.200e-01,9.199e-01,9.201e-01,9.204e-01
9.185e-01,9.196e-01,9.201e-01,9.202e-01,9.204e-01,9.206e-01
9.191e-01,9.199e-01,9.200e-01,9.202e-01,9.202e-01,9.204e-01
