8.795e-01,8.782e-01,8.772e-01,8.868e-01,8.854e-01,8.883e-01
8.819e-01,8.772e-01,8.850e-01,8.864e-01,8.801e-01,8.920e-01
8.836e-01,8.851e-01,8.871e-01,8.855e-01,8.799e-01,8.878e-01
8.792e-01,8.856e-01,8.831e-01,8.840e-01,8.893e-01,8.918e-01
8.786e-01,8.850e-01,8.807e-01,8.840e-01,8.787e-01,8.933e-01
8.926e-01,8.847e-01,8.835e-01,8.833e-01,8.886e-01,8.861e-01
8.828e-01,8.888e-01,8.845e-01,8.871e-01,8.837e-01,8.864e-01
8.846e-01,8.809e-01,8.878e-01,8.837e-01,8.858e-01,8.827e-01
8.807e-01,8.844e-01,8.850e-01,8.861e-01,8.881e-01,8.771e-01
8.807e-01,8.860e-01,8.895e-01,8.821e-01,8.805e-01,8.733e-01
