9.611e-01,9.613e-01,9.614e-01,9.612e-01,9.613e-01,9.614e-01
9.641e-01,9.647e-01,9.650e-01,9.653e-01,9.652e-01,9.653e-01
9.650e-01,9.658e-01,9.663e-01,9.667e-01,9.665e-01,9.671e-01
9.660e-01,9.669e-01,9.669e-01,9.670e-01,9.674e-01,9.673e-01
9.664e-01,9.672e-01,9.674e-01,9.675e-01,9.676e-01,9.680e-01
9.667e-01,9.673e-01,9.676e-01,9.677e-01,9.677e-01,9.680e-01
9.671e-01,9.675e-01,9.679e-01,9.678e-01,9.676e-01,9.680e-01
9.671e-01,9.675e-01,9.676e-01,9.677e-01,9.676e-01,9.676e-01
9.676e-01,9.676e-01,9.675e-01,9.675e-01,9.674e-01,9.674e-01
9.674e-01,9.676e-01,9.674e-01,9.672e-01,9.672e-01,9.673e-01
