9.588e-01,9.590e-01,9.594e-01,9.595e-01,9.593e-01,9.595e-01
9.627e-01,9.635e-01,9.640e-01,9.642e-01,9.645e-01,9.643e-01
9.640e-01,9.650e-01,9.658e-01,9.659e-01,9.659e-01,9.667e-01
9.652e-01,9.662e-01,9.663e-01,9.667e-01,9.669e-01,9.669e-01
9.657e-01,9.664e-01,9.668e-01,9.671e-01,9.672e-01,9.678e-01
9.659e-01,9.671e-01,9.671e-01,9.673e-01,9.674e-01,9.676e-01
9.664e-01,9.670e-01,9.671e-01,9.674e-01,9.672e-01,9.677e-01
9.664e-01,9.669e-01,9.672e-01,9.672e-01,9.672e-01,9.673e-01
9.667e-01,9.671e-01,9.668e-01,9.671e-01,9.669e-01,9.670e-01
9.667e-01,9.670e-01,9.667e-01,9.666e-01,9.667e-01,9.669e-01
