8.707e-01,8.743e-01,8.762e-01,8.773e-01,8.769e-01,8.773e-01
8.801e-01,8.832e-01,8.839e-01,8.852e-01,8.854e-01,8.859e-01
8.834e-01,8.871e-01,8.868e-01,8.875e-01,8.882e-01,8.896e-01
8.853e-01,8.874e-01,8.885e-01,8.888e-01,8.895e-01,8.894e-01
8.868e-01,8.884e-01,8.890e-01,8.896e-01,8.897e-01,8.901e-01
8.873e-01,8.887e-01,8.888e-01,8.891e-01,8.888e-01,8.888e-01
8.875e-01,8.889e-01,8.888e-01,8.885e-01,8.892e-01,8.871e-01
8.881e-01,8.894e-01,8.888e-01,8.886e-01,8.884e-01,8.853e-01
8.883e-01,8.895e-01,8.888e-01,8.881e-01,8.875e-01,8.838e-01
8.888e-01,8.894e-01,8.882e-01,8.875e-01,8.874e-01,8.815e-01
