4.560e-01,4.584e-01,4.635e-01,4.984e-01,4.899e-01,5.383e-01
4.718e-01,4.923e-01,4.988e-01,5.005e-01,5.163e-01,6.251e-01
4.838e-01,5.018e-01,5.094e-01,5.421e-01,5.495e-01,6.413e-01
4.850e-01,5.228e-01,5.624e-01,5.659e-01,5.638e-01,6.434e-01
5.068e-01,5.329e-01,5.397e-01,5.687e-01,5.855e-01,6.667e-01
4.888e-01,5.352e-01,5.404e-01,5.881e-01,6.137e-01,6.652e-01
5.192e-01,5.437e-01,5.838e-01,5.979e-01,6.254e-01,6.682e-01
5.210e-01,5.465e-01,5.915e-01,6.034e-01,6.247e-01,6.741e-01
5.213e-01,5.736e-01,5.718e-01,6.283e-01,6.257e-01,6.794e-01
5.251e-01,5.863e-01,6.056e-01,6.336e-01,6.283e-01,6.930e-01
