8.591e-01,8.591e-01,8.595e-01,8.591e-01,8.589e-01,8.609e-01
8.596e-01,8.591e-01,8.589e-01,8.593e-01,8.596e-01,8.641e-01
8.595e-01,8.595e-01,8.586e-01,8.595e-01,8.593e-01,8.686e-01
8.593e-01,8.599e-01,8.589e-01,8.590e-01,8.589e-01,8.724e-01
8.591e-01,8.595e-01,8.590e-01,8.597e-01,8.591e-01,8.764e-01
8.592e-01,8.598e-01,8.588e-01,8.595e-01,8.591e-01,8.800e-01
8.588e-01,8.590e-01,8.598e-01,8.592e-01,8.591e-01,8.821e-01
8.594e-01,8.595e-01,8.587e-01,8.587e-01,8.590e-01,8.846e-01
8.591e-01,8.592e-01,8.591e-01,8.589e-01,8.590e-01,8.845e-01
8.592e-01,8.588e-01,8.593e-01,8.590e-01,8.596e-01,8.853e-01
