8.593e-01,8.589e-01,8.596e-01,8.590e-01,8.592e-01,8.604e-01
8.591e-01,8.585e-01,8.589e-01,8.594e-01,8.594e-01,8.641e-01
8.589e-01,8.592e-01,8.584e-01,8.591e-01,8.590e-01,8.691e-01
8.591e-01,8.596e-01,8.591e-01,8.586e-01,8.586e-01,8.729e-01
8.592e-01,8.592e-01,8.588e-01,8.588e-01,8.585e-01,8.770e-01
8.589e-01,8.597e-01,8.583e-01,8.585e-01,8.584e-01,8.808e-01
8.591e-01,8.588e-01,8.595e-01,8.590e-01,8.585e-01,8.818e-01
8.588e-01,8.585e-01,8.582e-01,8.594e-01,8.597e-01,8.840e-01
8.586e-01,8.590e-01,8.590e-01,8.586e-01,8.595e-01,8.846e-01
8.592e-01,8.586e-01,8.591e-01,8.595e-01,8.595e-01,8.851e-01
