9.347e-01,9.376e-01,9.390e-01,9.389e-01,9.398e-01,9.398e-01
9.383e-01,9.399e-01,9.400e-01,9.401e-01,9.396e-01,9.393e-01
9.387e-01,9.401e-01,9.398e-01,9.396e-01,9.397e-01,9.398e-01
9.398e-01,9.395e-01,9.396e-01,9.390e-01,9.399e-01,9.401e-01
9.402e-01,9.396e-01,9.399e-01,9.393e-01,9.391e-01,9.400e-01
9.394e-01,9.395e-01,9.400e-01,9.393e-01,9.396e-01,9.398e-01
9.406e-01,9.400e-01,9.395e-01,9.395e-01,9.398e-01,9.401e-01
9.405e-01,9.395e-01,9.394e-01,9.397e-01,9.397e-01,9.403e-01
9.392e-01,9.392e-01,9.393e-01,9.386e-01,9.395e-01,9.396e-01
9.397e-01,9.397e-01,9.396e-01,9.394e-01,9.395e-01,9.398e-01
