6.039e-01,6.076e-01,6.031e-01,6.056e-01,6.038e-01
6.045e-01,6.024e-01,6.036e-01,6.025e-01,6.025e-01
6.043e-01,6.030e-01,6.047e-01,6.027e-01,6.042e-01
6.039e-01,6.045e-01,6.040e-01,6.015e-01,6.012e-01
6.043e-01,6.030e-01,6.020e-01,6.010e-01,6.014e-01
6.026e-01,6.015e-01,6.026e-01,6.024e-01,6.007e-01
6.057e-01,6.028e-01,6.020e-01,6.018e-01,6.034e-01
6.034e-01,6.020e-01,6.023e-01,6.028e-01,6.024e-01
6.045e-01,6.013e-01,6.015e-01,6.019e-01,6.061e-01
6.039e-01,6.012e-01,6.029e-01,6.027e-01,5.995e-01
