4.739e-01,4.785e-01,4.787e-01,4.875e-01,5.119e-01
4.840e-01,5.081e-01,4.966e-01,5.103e-01,5.180e-01
4.884e-01,5.196e-01,5.199e-01,5.459e-01,5.393e-01
5.014e-01,5.182e-01,5.238e-01,5.378e-01,5.698e-01
5.189e-01,5.087e-01,5.570e-01,5.738e-01,5.841e-01
5.185e-01,5.396e-01,5.654e-01,5.850e-01,5.923e-01
5.233e-01,5.445e-01,5.707e-01,5.800e-01,6.028e-01
5.323e-01,5.350e-01,5.706e-01,5.991e-01,6.206e-01
5.151e-01,5.445e-01,5.862e-01,6.094e-01,6.348e-01
5.295e-01,5.641e-01,5.935e-01,6.225e-01,6.385e-01
