1.063e-01,1.016e-01,1.039e-01,1.021e-01,1.024e-01
1.058e-01,1.031e-01,1.019e-01,1.038e-01,1.036e-01
1.011e-01,1.002e-01,1.039e-01,1.046e-01,1.018e-01
1.039e-01,1.036e-01,1.017e-01,1.057e-01,9.991e-02
1.040e-01,1.028e-01,1.050e-01,1.052e-01,9.876e-02
1.022e-01,1.022e-01,1.007e-01,1.016e-01,1.033e-01
1.021e-01,1.030e-01,1.007e-01,1.042e-01,9.840e-02
1.022e-01,1.004e-01,1.029e-01,1.008e-01,1.045e-01
1.004e-01,1.011e-01,1.002e-01,1.053e-01,1.010e-01
1.030e-01,1.045e-01,1.009e-01,1.011e-01,1.011e-01
