6.016e-01,6.110e-01,6.059e-01,6.020e-01,5.973e-01
6.065e-01,6.001e-01,5.949e-01,5.909e-01,5.910e-01
6.064e-01,5.885e-01,5.923e-01,5.889e-01,5.888e-01
6.023e-01,5.890e-01,5.878e-01,5.886e-01,5.882e-01
5.974e-01,5.887e-01,5.783e-01,5.864e-01,5.886e-01
5.916e-01,5.891e-01,5.883e-01,5.733e-01,5.879e-01
5.926e-01,5.869e-01,5.882e-01,5.885e-01,5.891e-01
5.882e-01,5.866e-01,5.852e-01,5.821e-01,5.922e-01
5.812e-01,5.898e-01,5.887e-01,5.852e-01,5.787e-01
5.868e-01,5.879e-01,5.838e-01,5.879e-01,5.918e-01
