9.123e-01,9.154e-01,9.165e-01,9.169e-01,9.173e-01
9.153e-01,9.171e-01,9.179e-01,9.182e-01,9.186e-01
9.163e-01,9.179e-01,9.185e-01,9.188e-01,9.194e-01
9.171e-01,9.183e-01,9.190e-01,9.195e-01,9.196e-01
9.176e-01,9.188e-01,9.195e-01,9.197e-01,9.197e-01
9.178e-01,9.190e-01,9.193e-01,9.196e-01,9.198e-01
9.180e-01,9.192e-01,9.195e-01,9.199e-01,9.199e-01
9.183e-01,9.194e-01,9.197e-01,9.199e-01,9.199e-01
9.187e-01,9.195e-01,9.197e-01,9.200e-01,9.200e-01
9.183e-01,9.196e-01,9.198e-01,9.200e-01,9.201e-01
